timestamp_us,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps,quat_timestamp_us,quat_w,quat_x,quat_y,quat_z,euler_roll_deg,euler_pitch_deg,euler_yaw_deg
2189885840,428.77,37.15,916.4,-236.25,175.0,35.0,2189885840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189950842,428.95,37.45,916.77,-227.5,227.5,26.25,2189950842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190017841,429.38,36.54,916.89,-122.5,253.75,17.5,2190017841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190082842,430.23,36.05,916.59,0.0,210.0,0.0,2190082842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190148841,430.17,36.3,915.98,-26.25,280.0,-70.0,2190148841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190215842,429.87,36.66,915.85,-122.5,227.5,-96.25,2190215842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190280841,429.93,36.54,916.34,-105.0,113.75,-70.0,2190280841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190345841,429.62,36.42,916.95,-35.0,175.0,-122.5,2190345841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190412840,428.89,36.42,917.07,-192.5,-17.5,-43.75,2190412840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190477841,428.52,36.17,916.34,-148.75,78.75,-113.75,2190477841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190544842,428.95,36.54,915.98,17.5,96.25,-26.25,2190544842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190609841,429.2,37.7,916.46,-122.5,122.5,-96.25,2190609841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190676840,428.71,38.19,917.14,-245.0,157.5,-131.25,2190676840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190741842,428.04,37.64,917.81,-227.5,175.0,-78.75,2190741842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190808841,428.04,36.72,917.87,43.75,105.0,-26.25,2190808841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190873840,428.34,36.11,917.5,-70.0,201.25,-35.0,2190873840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190938841,428.83,36.66,916.83,-87.5,245.0,-96.25,2190938841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191005841,429.26,36.84,916.16,-131.25,113.75,-122.5,2191005841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191070842,429.5,36.54,916.4,-105.0,87.5,-52.5,2191070842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191137841,429.81,36.3,916.83,-227.5,140.0,-8.75,2191137841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191202841,430.54,35.93,917.44,-332.5,227.5,122.5,2191202841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191269841,431.21,35.75,918.17,-271.25,148.75,-96.25,2191269841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191334841,431.15,35.75,918.29,-122.5,227.5,-113.75,2191334841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191401840,430.66,35.87,918.29,-26.25,236.25,-35.0,2191401840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191466840,429.81,35.75,917.62,-8.75,183.75,-113.75,2191466840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191533840,429.07,35.5,916.71,-26.25,131.25,-148.75,2191533840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191598841,429.38,35.75,916.77,-157.5,96.25,-52.5,2191598841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191663841,429.5,35.93,916.89,-122.5,113.75,-105.0,2191663841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191730841,429.07,35.99,916.65,-105.0,140.0,-87.5,2191730841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191795841,429.32,36.17,916.71,-262.5,87.5,-61.25,2191795841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191862841,429.44,36.05,917.62,-78.75,113.75,-96.25,2191862841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191927842,428.95,35.87,917.93,-61.25,210.0,-105.0,2191927842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191994841,428.77,35.99,917.2,-61.25,140.0,-148.75,2191994841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192059841,428.71,35.81,916.59,-227.5,122.5,-35.0,2192059841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192126841,428.95,35.56,917.07,-148.75,157.5,-61.25,2192126841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192191840,429.14,35.93,917.74,-96.25,148.75,-78.75,2192191840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192258841,429.14,35.93,917.99,-61.25,227.5,-35.0,2192258841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192323841,429.2,35.93,917.99,-148.75,253.75,-70.0,2192323841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192388841,429.38,36.05,917.38,-192.5,192.5,-52.5,2192388841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192455842,429.56,36.36,916.83,-61.25,148.75,-35.0,2192455842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192520840,429.62,36.9,916.71,-70.0,166.25,-87.5,2192520840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192587841,429.81,37.27,916.89,-78.75,183.75,-122.5,2192587841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192652841,429.93,36.97,917.81,-122.5,271.25,-122.5,2192652841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192719841,429.99,36.6,917.87,8.75,61.25,-148.75,2192719841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192784840,429.81,36.54,917.81,-61.25,-26.25,-70.0,2192784840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192851841,429.81,36.54,917.87,-52.5,78.75,-26.25,2192851841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192916841,429.68,36.17,917.2,-236.25,140.0,0.0,2192916841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192983842,429.26,35.5,917.2,-131.25,166.25,-52.5,2192983842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193048842,429.14,35.32,917.99,-43.75,218.75,-17.5,2193048842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193113841,428.89,35.2,917.26,-113.75,122.5,-78.75,2193113841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193180841,428.83,35.08,916.4,-43.75,148.75,-35.0,2193180841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193245841,429.2,35.38,916.83,-26.25,218.75,-17.5,2193245841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193312841,429.81,35.93,917.01,8.75,148.75,-43.75,2193312841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193377841,430.17,35.75,916.59,-122.5,131.25,-35.0,2193377841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193444841,430.11,35.44,916.16,-148.75,218.75,26.25,2193444841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193509841,429.74,35.5,916.1,-78.75,288.75,0.0,2193509841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193576841,429.62,35.69,916.16,17.5,210.0,-17.5,2193576841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193641840,429.62,36.23,915.92,-131.25,210.0,-61.25,2193641840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193706842,429.87,36.48,915.61,-148.75,148.75,0.0,2193706842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193773841,430.72,36.11,915.92,-175.0,140.0,-8.75,2193773841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193838841,431.45,36.3,916.04,-52.5,87.5,-61.25,2193838841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193905841,431.7,37.03,916.1,-87.5,131.25,-35.0,2193905841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193970841,431.09,37.58,916.77,-210.0,218.75,0.0,2193970841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194037842,429.81,37.64,917.68,-131.25,236.25,35.0,2194037842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
