timestamp_us,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_mdps,gyro_y_mdps,gyro_z_mdps
20467789,1010.89,4.39,-67.83,490.0,280.0,0.0
20476788,1010.53,6.95,-65.64,490.0,140.0,0.0
20483789,1011.5,8.05,-66.61,210.0,280.0,0.0
20492788,1010.4,7.69,-65.51,-140.0,280.0,0.0
20499790,1010.89,5.98,-66.86,-420.0,280.0,0.0
20508789,1010.53,4.76,-65.88,-350.0,350.0,70.0
20517789,1011.5,6.59,-66.73,-280.0,280.0,0.0
20524789,1010.65,6.1,-66.98,-350.0,350.0,0.0
20533788,1010.77,6.22,-66.0,-350.0,350.0,0.0
20542788,1010.89,5.37,-66.86,-280.0,280.0,0.0
20549790,1010.4,5.86,-67.1,0.0,350.0,70.0
20558788,1010.77,5.12,-67.34,210.0,210.0,70.0
20565790,1010.4,6.83,-66.61,280.0,210.0,0.0
20574789,1011.99,6.59,-67.1,140.0,210.0,0.0
20583789,1009.92,7.69,-63.56,-140.0,350.0,0.0
20590789,1010.65,5.73,-65.51,-630.0,350.0,0.0
20599788,1010.89,6.1,-68.93,-280.0,280.0,0.0
20608789,1010.04,5.0,-66.37,-70.0,350.0,0.0
20615790,1011.5,6.71,-65.27,0.0,140.0,0.0
20624789,1010.04,4.03,-68.69,0.0,280.0,0.0
20631789,1011.26,5.37,-67.22,490.0,210.0,0.0
20640789,1011.01,6.47,-66.25,700.0,140.0,0.0
20649789,1010.53,7.2,-65.76,350.0,140.0,0.0
20656790,1010.77,7.69,-65.39,210.0,140.0,0.0
20665789,1011.87,7.69,-64.9,-210.0,280.0,70.0
20672790,1011.01,7.44,-65.76,-490.0,280.0,70.0
20681788,1011.75,6.83,-67.1,-700.0,280.0,0.0
20690789,1010.89,5.61,-67.59,-700.0,350.0,70.0
20697789,1010.28,4.39,-67.34,-420.0,280.0,0.0
20706788,1010.28,5.12,-68.44,210.0,140.0,0.0
20715789,1010.89,6.22,-67.22,560.0,210.0,0.0
20722790,1011.14,7.81,-63.68,350.0,140.0,0.0
20731789,1011.62,8.17,-64.9,-280.0,280.0,0.0
20738789,1010.89,7.56,-65.51,-770.0,280.0,0.0
20747788,1011.38,5.49,-68.44,-770.0,350.0,0.0
20756788,1011.01,4.27,-66.61,-420.0,280.0,0.0
20763790,1010.77,5.12,-69.17,70.0,210.0,0.0
20772788,1011.26,7.69,-65.88,210.0,210.0,0.0
20779789,1010.53,5.0,-66.73,70.0,140.0,0.0
20788789,1011.5,7.81,-66.73,140.0,280.0,0.0
20797789,1010.89,6.71,-65.39,0.0,210.0,0.0
20804790,1011.01,6.95,-67.59,-280.0,280.0,0.0
20813788,1011.01,5.86,-67.47,-280.0,350.0,70.0
20822788,1010.16,5.37,-67.34,-280.0,280.0,70.0
20829789,1011.5,6.34,-68.2,0.0,280.0,0.0
20838788,1010.53,6.71,-66.86,0.0,280.0,0.0
20845790,1011.14,6.1,-67.71,70.0,280.0,0.0
20854789,1010.53,5.73,-67.34,70.0,280.0,0.0
20863789,1010.89,6.71,-65.88,70.0,210.0,70.0
20870790,1011.14,6.71,-66.61,0.0,210.0,70.0
20879789,1010.89,6.34,-66.73,-140.0,210.0,0.0
20886790,1010.65,6.1,-66.25,-70.0,210.0,0.0
20895789,1011.26,5.86,-68.08,-70.0,280.0,0.0
20904789,1010.89,5.49,-66.98,-70.0,280.0,0.0
20911790,1011.01,5.49,-66.61,0.0,280.0,0.0
20920789,1010.53,6.22,-67.34,140.0,210.0,0.0
20929788,1010.4,6.83,-66.49,70.0,210.0,0.0
20936790,1010.77,7.44,-67.1,-210.0,280.0,0.0
20945789,1010.4,6.95,-65.15,-490.0,350.0,0.0
20952790,1010.89,6.1,-67.34,-700.0,350.0,70.0
20961789,1010.16,5.49,-66.86,-560.0,280.0,0.0
20970788,1011.5,5.0,-68.2,-140.0,280.0,0.0
20977789,1009.55,4.88,-67.71,140.0,280.0,0.0
20986788,1011.01,6.22,-67.1,350.0,210.0,0.0
20995788,1010.77,7.32,-66.73,210.0,420.0,0.0
21002789,1012.11,7.56,-64.54,0.0,210.0,0.0
21011788,1010.28,4.64,-69.66,210.0,70.0,0.0
21018790,1010.4,7.32,-66.0,280.0,280.0,0.0
21027789,1011.01,8.3,-63.56,-140.0,210.0,0.0
21036789,1011.99,7.2,-67.34,-700.0,350.0,0.0
21043789,1010.77,5.25,-66.98,-630.0,420.0,0.0
21052789,1011.01,5.49,-68.69,-140.0,210.0,0.0
21059789,1010.65,5.12,-67.34,70.0,420.0,0.0
21068789,1011.14,6.34,-67.95,420.0,140.0,70.0
21077789,1010.16,6.59,-65.88,280.0,210.0,0.0
21084789,1011.62,7.44,-66.25,-70.0,210.0,0.0
21093788,1011.26,6.71,-64.66,-350.0,280.0,0.0
21102789,1011.38,5.73,-68.56,-350.0,350.0,0.0
21109790,1010.4,4.76,-68.93,210.0,140.0,0.0
21118789,1010.77,5.37,-67.95,490.0,210.0,0.0
21125790,1010.89,6.59,-66.0,490.0,140.0,0.0
21134788,1011.62,8.05,-63.81,70.0,210.0,0.0
21143789,1011.62,7.69,-66.12,-420.0,350.0,0.0
21150789,1010.77,5.98,-67.59,-840.0,350.0,0.0
21159789,1010.28,4.39,-68.93,-490.0,350.0,70.0
21166788,1010.65,3.78,-69.42,70.0,350.0,70.0
21175788,1010.16,4.88,-66.86,420.0,210.0,70.0
21184788,1011.26,6.95,-65.76,420.0,210.0,70.0
21191789,1011.5,8.17,-65.03,140.0,280.0,0.0
21200789,1011.14,8.17,-66.0,-280.0,280.0,0.0
21209789,1010.77,6.71,-67.1,-560.0,350.0,70.0
21216789,1010.89,5.86,-66.86,-560.0,280.0,0.0
21225789,1010.89,5.0,-66.98,-280.0,350.0,0.0
21232789,1010.77,5.61,-66.98,0.0,210.0,0.0
21241789,1011.01,6.34,-67.83,70.0,210.0,0.0
21250788,1010.89,6.1,-66.61,0.0,210.0,0.0
21257789,1011.14,6.95,-66.73,-70.0,210.0,0.0
21266788,1010.28,6.59,-66.49,-140.0,280.0,0.0
21275789,1011.38,7.2,-66.86,-140.0,280.0,0.0
21282789,1011.01,6.34,-67.83,-350.0,350.0,0.0
21291789,1010.89,6.83,-67.22,-350.0,280.0,0.0
21298790,1010.53,5.12,-67.83,-210.0,210.0,0.0
21307789,1010.53,5.49,-67.1,0.0,210.0,70.0
21316788,1011.38,6.34,-66.98,140.0,210.0,0.0
21323789,1011.38,6.95,-66.73,210.0,210.0,0.0
21332789,1010.65,6.47,-66.0,70.0,280.0,0.0
21339789,1011.26,7.69,-65.39,-140.0,350.0,0.0
21348789,1011.01,5.61,-66.49,-350.0,280.0,0.0
21357789,1010.89,5.25,-69.05,-70.0,280.0,0.0
21364789,1010.89,5.73,-67.95,280.0,210.0,0.0
21373788,1010.77,7.2,-66.25,210.0,210.0,0.0
21382788,1011.5,6.71,-65.88,0.0,280.0,70.0
21389789,1011.14,6.22,-66.25,-140.0,280.0,0.0
21398789,1011.14,6.95,-67.59,-210.0,350.0,70.0
21405790,1010.65,5.98,-66.37,-70.0,280.0,70.0
21414789,1011.01,5.98,-67.95,0.0,210.0,0.0
21423788,1011.01,7.08,-67.71,-140.0,350.0,-70.0
21430790,1010.89,6.47,-66.25,-70.0,280.0,0.0
21439788,1010.77,7.08,-66.73,-210.0,210.0,70.0
21446789,1010.04,6.83,-66.98,-210.0,280.0,0.0
21455789,1010.89,6.22,-66.98,-210.0,280.0,0.0
21464788,1011.01,5.61,-66.73,-140.0,280.0,0.0
21471789,1010.77,6.59,-66.25,-140.0,210.0,0.0
21480788,1010.89,7.08,-67.47,-280.0,280.0,0.0
21489789,1010.53,5.73,-66.73,-210.0,280.0,0.0
21496789,1010.28,5.86,-66.49,-140.0,210.0,0.0
21505789,1011.14,6.1,-66.0,0.0,210.0,70.0
21512789,1010.77,6.59,-67.1,0.0,280.0,0.0
21521789,1010.28,6.59,-67.34,-70.0,280.0,0.0
21530789,1011.14,6.71,-66.61,-70.0,280.0,70.0
21537789,1011.14,6.34,-66.73,0.0,210.0,70.0
21546788,1010.53,6.22,-68.08,-70.0,280.0,0.0
21553789,1010.53,6.22,-66.49,0.0,280.0,0.0
21562788,1011.75,6.47,-66.0,70.0,280.0,0.0
21571788,1010.89,6.59,-67.34,70.0,280.0,70.0
21578789,1010.4,6.34,-66.86,-70.0,280.0,0.0
21587789,1011.87,5.98,-66.25,-70.0,280.0,0.0
21596788,1010.53,6.1,-65.64,-70.0,280.0,0.0
21603790,1010.53,6.95,-67.1,-140.0,210.0,0.0
21612789,1010.77,6.47,-67.95,-140.0,280.0,0.0
21619789,1010.65,6.22,-67.71,-140.0,280.0,0.0
21628788,1010.77,6.1,-67.34,-70.0,210.0,0.0
21637789,1010.16,5.98,-66.0,-70.0,280.0,70.0
21644790,1010.65,6.1,-66.61,-140.0,280.0,0.0
21653789,1011.75,6.71,-66.61,-140.0,210.0,70.0
21662789,1010.4,6.1,-67.1,-140.0,210.0,0.0
21669789,1011.14,5.86,-67.22,-140.0,210.0,0.0
21678789,1010.89,5.98,-67.59,-70.0,350.0,0.0
21685790,1010.16,6.34,-66.37,-70.0,280.0,70.0
21694789,1010.4,6.47,-68.2,-140.0,210.0,0.0
21703789,1011.14,6.34,-66.37,-70.0,280.0,70.0
21710789,1010.77,6.59,-66.12,0.0,210.0,0.0
21719789,1011.14,6.71,-66.37,70.0,280.0,0.0
21726789,1010.4,6.95,-66.49,-70.0,210.0,0.0
21735789,1011.26,6.34,-66.98,-140.0,280.0,0.0
21744789,1011.14,5.98,-67.1,-70.0,210.0,0.0
21751790,1010.89,6.1,-66.37,70.0,210.0,70.0
21760788,1010.89,6.22,-67.1,0.0,210.0,70.0
21769789,1011.26,6.83,-66.0,-70.0,210.0,0.0
21776790,1010.53,6.59,-66.98,-70.0,210.0,0.0
21785788,1010.77,6.59,-66.73,-210.0,280.0,0.0
21792790,1011.38,5.98,-66.61,-140.0,210.0,0.0
21801789,1010.77,6.34,-65.76,-70.0,280.0,0.0
21810789,1011.5,5.86,-66.73,-70.0,280.0,0.0
21817789,1009.79,6.22,-66.61,-70.0,280.0,70.0
21826788,1010.89,6.47,-66.73,-140.0,210.0,70.0
21833789,1010.89,6.34,-66.0,-210.0,280.0,0.0
21842789,1011.38,6.1,-67.1,-210.0,210.0,0.0
21851789,1010.28,5.98,-66.86,-140.0,350.0,0.0
21858790,1011.14,6.34,-67.22,-70.0,210.0,0.0
21867788,1010.53,5.98,-67.22,-70.0,280.0,0.0
21876788,1010.77,6.71,-66.73,-70.0,280.0,70.0
21883789,1011.01,6.34,-67.22,-70.0,280.0,0.0
21892789,1011.38,7.08,-66.12,-70.0,280.0,0.0
21899790,1011.75,6.1,-66.49,-140.0,210.0,0.0
21908789,1010.77,6.22,-66.98,-70.0,280.0,0.0
21917788,1011.01,5.49,-67.1,-70.0,210.0,0.0
21924790,1011.62,6.22,-67.22,0.0,280.0,0.0
21933788,1011.62,6.47,-66.0,-70.0,280.0,70.0
21942789,1011.26,6.59,-66.49,-70.0,280.0,0.0
21949790,1010.89,5.73,-66.98,-210.0,350.0,0.0
21958788,1010.53,6.59,-66.12,-70.0,210.0,0.0
21965789,1011.62,6.1,-67.71,-70.0,210.0,0.0
21974789,1010.28,6.1,-66.25,-70.0,280.0,0.0
21983789,1011.62,6.22,-67.1,-140.0,280.0,0.0
21990789,1011.01,7.2,-67.59,-70.0,280.0,0.0
21999789,1010.89,6.34,-66.86,-140.0,280.0,0.0
22006790,1011.26,6.71,-67.22,-140.0,280.0,0.0
22015789,1010.4,6.1,-66.49,-140.0,280.0,0.0
22024789,1010.65,5.86,-67.1,-70.0,210.0,0.0
22031789,1011.38,6.71,-66.25,-70.0,280.0,0.0
22040788,1010.28,5.73,-66.37,-70.0,210.0,0.0
22049789,1010.65,5.86,-67.59,-140.0,280.0,0.0
22056789,1010.28,6.1,-67.47,-70.0,210.0,0.0
22065789,1011.26,6.1,-66.86,0.0,280.0,0.0
22072789,1011.26,6.47,-66.37,0.0,280.0,70.0
22081789,1009.67,6.47,-66.25,-70.0,280.0,0.0
22090789,1011.01,6.34,-66.86,-140.0,280.0,0.0
22097790,1010.53,6.34,-67.34,-140.0,280.0,70.0
22106788,1011.14,5.61,-66.37,-70.0,280.0,0.0
22113790,1011.5,5.98,-66.49,-70.0,280.0,0.0
22122788,1011.26,5.86,-66.98,-70.0,350.0,0.0
22131789,1011.75,6.59,-66.61,-140.0,280.0,0.0
22138789,1010.65,6.34,-67.34,-140.0,280.0,0.0
22147789,1011.01,6.47,-66.86,0.0,210.0,0.0
22156789,1011.14,6.1,-66.86,-70.0,280.0,0.0
22163789,1010.16,6.83,-66.12,-70.0,280.0,0.0
22172788,1011.26,6.22,-67.22,-140.0,280.0,0.0
22179789,1010.77,6.47,-66.49,-70.0,280.0,0.0
22188789,1011.01,5.73,-66.86,0.0,210.0,0.0
22197788,1011.01,6.47,-67.1,-70.0,210.0,0.0
22204790,1011.38,6.47,-66.73,-70.0,280.0,0.0
22213789,1010.53,6.1,-67.22,-140.0,280.0,0.0
22220789,1011.26,6.22,-67.83,-140.0,210.0,0.0
22229789,1010.53,7.08,-66.73,-70.0,280.0,0.0
22238788,1011.87,6.71,-67.22,-140.0,280.0,0.0
22245790,1010.89,6.1,-66.25,-70.0,280.0,0.0
22254788,1011.14,6.34,-67.47,-140.0,210.0,0.0
22263789,1010.53,5.98,-66.86,-140.0,280.0,0.0
22270790,1010.53,5.98,-66.73,-140.0,210.0,0.0
22279789,1011.01,5.98,-67.22,-70.0,280.0,0.0
22286789,1011.14,6.59,-66.86,-70.0,210.0,0.0
22295788,1011.62,6.1,-66.73,-140.0,280.0,0.0
22304789,1010.89,6.47,-65.76,-70.0,280.0,0.0
22311790,1011.5,6.47,-67.71,-70.0,280.0,0.0
22320789,1011.14,6.34,-67.59,-140.0,280.0,70.0
22329788,1010.53,5.98,-66.49,-70.0,280.0,0.0
22336790,1010.89,6.83,-67.22,-70.0,210.0,70.0
22345788,1011.26,6.47,-67.22,-70.0,280.0,0.0
22352790,1010.65,6.71,-66.0,-70.0,280.0,70.0
22361788,1011.38,5.61,-66.98,-70.0,210.0,0.0
22370788,1010.4,6.34,-66.0,-70.0,280.0,0.0
22377790,1011.14,5.49,-66.12,-70.0,210.0,0.0
22386788,1011.38,6.59,-66.61,0.0,280.0,0.0
22393789,1011.14,6.1,-66.12,-70.0,280.0,0.0
22402789,1011.26,6.34,-67.1,-140.0,280.0,0.0
22411789,1010.89,5.86,-67.22,-70.0,280.0,-70.0
22418789,1010.16,6.59,-66.12,-70.0,210.0,0.0
22427789,1010.4,6.59,-67.59,-70.0,280.0,0.0
22436789,1010.89,6.71,-66.25,-140.0,280.0,0.0
22443789,1011.38,6.1,-66.86,-140.0,210.0,0.0
22452788,1010.53,5.86,-67.34,-140.0,280.0,0.0
22459789,1010.28,6.95,-67.22,-70.0,280.0,0.0
22468788,1011.14,5.98,-66.61,0.0,280.0,0.0
22477788,1010.4,6.71,-65.64,-70.0,280.0,0.0
22484790,1011.75,5.98,-66.98,-70.0,280.0,0.0
22493788,1010.89,6.71,-65.76,-140.0,280.0,0.0
22500790,1011.01,5.98,-67.1,-140.0,280.0,0.0
22509789,1011.5,6.83,-66.73,-70.0,210.0,70.0
22518788,1011.14,6.34,-67.47,0.0,280.0,0.0
22525789,1010.65,6.71,-67.34,-70.0,210.0,0.0
22534789,1011.14,6.83,-67.34,-70.0,280.0,0.0
22543789,1011.26,6.22,-66.86,-140.0,280.0,0.0
22550790,1010.77,5.37,-67.22,-70.0,280.0,0.0
22559789,1011.14,5.73,-66.49,-70.0,280.0,0.0
22566790,1011.75,6.34,-66.49,-140.0,210.0,0.0
22575789,1011.5,6.34,-67.34,-70.0,280.0,0.0
22584789,1010.65,5.61,-66.25,-70.0,280.0,0.0
22591789,1010.65,6.1,-66.86,-140.0,210.0,70.0
22600789,1011.01,7.32,-66.49,-70.0,280.0,0.0
22607789,1010.65,6.34,-66.86,-70.0,210.0,0.0
22616788,1011.5,6.47,-67.59,-70.0,210.0,0.0
22625788,1010.89,6.22,-66.86,0.0,210.0,0.0
22632789,1010.77,6.47,-66.61,-140.0,210.0,0.0
22641788,1009.79,6.47,-66.0,-70.0,280.0,0.0
22650789,1011.38,6.34,-67.59,-140.0,210.0,0.0
22657790,1010.77,6.83,-67.83,-70.0,280.0,0.0
22666789,1011.01,6.83,-65.64,-70.0,280.0,0.0
22673789,1010.77,6.1,-67.1,-140.0,280.0,70.0
22682788,1010.89,5.98,-67.22,-210.0,280.0,0.0
22691788,1011.14,6.34,-66.98,-140.0,210.0,0.0
22698790,1011.87,6.22,-66.86,-70.0,210.0,-70.0
22707788,1010.89,5.98,-65.51,-70.0,350.0,0.0
22716788,1010.53,5.49,-66.73,-70.0,280.0,0.0
22723790,1010.53,6.59,-67.59,-140.0,350.0,0.0
22732789,1010.65,6.34,-67.71,-210.0,280.0,0.0
22739789,1011.14,6.59,-67.34,-140.0,280.0,0.0
22748789,1010.28,5.73,-65.88,-70.0,210.0,0.0
22757788,1010.89,5.86,-67.47,-70.0,210.0,0.0
22764790,1010.77,7.08,-67.47,-70.0,280.0,0.0
22773789,1010.89,6.22,-66.0,-70.0,210.0,0.0
22780789,1011.75,5.86,-67.22,0.0,210.0,0.0
22789788,1011.26,6.34,-66.49,0.0,280.0,0.0
22798788,1010.77,5.98,-66.37,-70.0,280.0,0.0
22805789,1011.01,6.59,-67.22,-70.0,210.0,0.0
22814788,1010.89,6.34,-66.12,0.0,280.0,0.0
22823789,1011.99,6.47,-66.73,0.0,280.0,0.0
22830790,1010.65,6.22,-66.86,0.0,350.0,0.0
22839788,1010.77,5.86,-67.22,-70.0,210.0,0.0
22846789,1010.53,6.47,-67.22,-70.0,280.0,0.0
22855789,1010.89,5.61,-67.47,-140.0,280.0,0.0
22864789,1011.38,5.73,-65.76,-140.0,280.0,0.0
22871789,1011.26,5.98,-66.86,0.0,210.0,0.0
22880788,1011.75,5.98,-66.0,0.0,210.0,0.0
22887789,1010.77,6.71,-66.37,-70.0,210.0,0.0
22896788,1010.4,4.88,-66.98,-140.0,280.0,0.0
22905789,1011.87,6.83,-67.71,-140.0,210.0,0.0
22912790,1011.26,6.47,-65.39,-70.0,280.0,0.0
22921788,1010.28,6.59,-66.49,0.0,280.0,0.0
22930788,1011.14,6.1,-66.98,-140.0,280.0,0.0
22937790,1010.77,6.71,-67.71,-140.0,280.0,0.0
22946789,1011.38,5.25,-66.98,-70.0,280.0,0.0
22953790,1011.01,6.1,-67.1,-70.0,210.0,0.0
22962789,1010.77,6.22,-66.49,-70.0,210.0,0.0
22971788,1011.14,6.59,-66.86,-70.0,280.0,0.0
22978789,1010.53,5.86,-67.22,-70.0,280.0,0.0
22987789,1010.89,5.98,-67.47,-70.0,280.0,0.0
22994790,1012.11,5.25,-67.59,0.0,210.0,0.0
23003788,1011.38,6.22,-66.37,-70.0,280.0,0.0
23012788,1011.01,6.83,-66.61,-70.0,280.0,0.0
23019789,1010.28,6.47,-66.98,-70.0,350.0,0.0
23028789,1010.4,5.61,-66.49,-140.0,210.0,0.0
23037789,1010.53,5.0,-67.1,-70.0,280.0,0.0
23044790,1011.26,6.34,-66.12,-70.0,210.0,0.0
23053788,1010.89,6.59,-67.1,0.0,210.0,0.0
23060789,1010.4,5.86,-66.61,-210.0,350.0,70.0
23069789,1010.53,6.22,-67.1,-140.0,210.0,0.0
23078789,1011.38,6.34,-67.59,-70.0,280.0,0.0
23085789,1010.65,6.59,-66.61,0.0,210.0,0.0
23094788,1010.53,6.83,-67.34,-70.0,210.0,0.0
23103789,1011.62,6.47,-67.22,-70.0,280.0,0.0
23110790,1011.26,6.34,-66.86,-140.0,280.0,0.0
23119789,1010.89,5.98,-66.73,-70.0,280.0,0.0
23126789,1010.04,5.98,-67.1,-70.0,210.0,70.0
23135788,1011.01,6.1,-66.73,-70.0,280.0,70.0
23144789,1011.26,5.61,-66.61,0.0,280.0,0.0
23151789,1011.26,7.2,-66.73,-70.0,210.0,0.0
23160788,1011.38,6.71,-67.22,-140.0,280.0,0.0
23167790,1010.89,6.1,-67.95,-140.0,280.0,0.0
23176789,1011.14,5.86,-66.25,0.0,210.0,70.0
23185789,1010.53,6.22,-65.76,-70.0,280.0,0.0
23192789,1010.53,5.98,-67.1,-140.0,210.0,0.0
23201788,1011.14,5.98,-67.71,0.0,350.0,0.0
23210788,1010.04,6.71,-66.0,-70.0,280.0,0.0
23217790,1011.87,6.83,-66.49,-70.0,280.0,70.0
23226788,1010.89,6.22,-67.34,-70.0,350.0,0.0
23233789,1010.65,6.34,-67.1,-140.0,280.0,0.0
23242788,1010.53,6.59,-67.59,-140.0,280.0,0.0
23251788,1011.01,6.22,-66.12,-70.0,210.0,0.0
23258790,1011.14,6.1,-67.34,-70.0,210.0,0.0
23267789,1011.26,5.98,-66.73,-70.0,280.0,0.0
23274789,1010.77,5.98,-66.25,-70.0,210.0,0.0
23283788,1011.14,5.86,-66.98,-140.0,280.0,0.0
23292789,1011.14,6.1,-66.86,-140.0,280.0,70.0
23299789,1011.38,6.83,-67.1,-70.0,210.0,0.0
23308789,1010.65,5.98,-65.64,0.0,280.0,0.0
23317788,1011.01,6.34,-66.25,-70.0,210.0,0.0
23324789,1010.4,6.1,-67.71,-140.0,210.0,0.0
23333789,1010.4,5.98,-66.37,-140.0,280.0,0.0
23340790,1011.5,5.37,-66.12,-70.0,210.0,0.0
23349789,1010.77,6.34,-66.37,-70.0,280.0,0.0
23358789,1010.16,6.47,-66.37,-70.0,210.0,0.0
23365789,1011.01,6.34,-67.1,-70.0,280.0,0.0
23374789,1010.89,5.61,-67.71,-140.0,280.0,0.0
23381790,1010.65,6.34,-66.61,0.0,210.0,0.0
23390789,1011.75,6.59,-66.37,-70.0,280.0,0.0
23399789,1010.28,6.71,-66.37,-70.0,280.0,0.0
23406790,1011.87,6.83,-67.95,-140.0,210.0,0.0
23415789,1010.4,5.86,-67.95,-140.0,280.0,0.0
23424788,1010.77,6.34,-66.25,0.0,280.0,0.0
23431790,1010.4,5.98,-67.1,-70.0,210.0,0.0
23440789,1011.26,6.59,-66.86,-140.0,210.0,0.0
23447790,1011.01,5.98,-67.22,-70.0,210.0,0.0
23456788,1010.65,5.98,-65.27,-70.0,280.0,0.0
23465789,1010.77,6.22,-66.98,-70.0,210.0,0.0
23472790,1010.77,6.95,-66.61,-70.0,280.0,70.0
23481789,1010.16,5.86,-66.0,-70.0,280.0,0.0
23490788,1010.53,6.83,-66.98,-210.0,280.0,0.0
23497790,1010.89,5.73,-67.22,-140.0,280.0,0.0
23506789,1010.4,5.61,-66.37,-140.0,210.0,0.0
23513790,1011.87,5.73,-67.59,-70.0,210.0,0.0
23522788,1010.53,6.83,-66.37,0.0,280.0,0.0
23531788,1011.26,6.83,-67.47,-140.0,140.0,70.0
23538789,1010.53,6.71,-67.34,-210.0,280.0,0.0
23547788,1011.01,5.49,-65.15,-70.0,280.0,70.0
23554789,1012.11,6.34,-67.22,0.0,210.0,0.0
23563789,1010.53,6.1,-66.37,0.0,280.0,70.0
23572789,1011.01,7.32,-66.25,-70.0,210.0,0.0
23579789,1011.62,6.47,-66.86,-140.0,280.0,0.0
23588788,1011.14,6.34,-65.51,-70.0,210.0,0.0
23597789,1011.38,6.1,-67.34,-70.0,210.0,0.0
23604790,1011.26,6.1,-67.34,-70.0,280.0,0.0
23613789,1011.62,6.1,-66.61,-70.0,210.0,0.0
23620789,1010.77,6.22,-66.73,-70.0,280.0,0.0
23629789,1011.01,5.98,-66.73,-140.0,210.0,70.0
23638789,1010.89,6.22,-67.47,-70.0,210.0,0.0
23645790,1010.65,6.1,-67.34,-70.0,280.0,0.0
23654789,1011.26,6.22,-67.34,-70.0,210.0,0.0
23661789,1011.5,6.83,-66.61,-70.0,350.0,0.0
23670788,1011.01,5.73,-66.86,-70.0,210.0,0.0
23679789,1010.4,6.34,-66.37,-70.0,210.0,0.0
23686790,1010.65,6.34,-66.49,-70.0,280.0,0.0
23695788,1011.26,6.34,-67.47,-70.0,280.0,70.0
23704788,1010.53,5.86,-67.59,-70.0,280.0,0.0
23711789,1011.01,5.98,-65.88,-70.0,280.0,0.0
23720788,1011.14,6.95,-66.49,-140.0,210.0,0.0
23727789,1010.04,5.98,-67.34,-140.0,280.0,0.0
23736788,1010.65,5.61,-66.98,-140.0,210.0,0.0
23745789,1010.65,6.47,-67.1,-70.0,210.0,0.0
23752789,1010.77,6.47,-66.0,0.0,280.0,0.0
23761789,1010.16,6.22,-66.12,-70.0,210.0,0.0
23768790,1010.28,7.32,-67.71,-70.0,210.0,0.0
23777788,1011.14,6.34,-65.39,-140.0,210.0,0.0
23786788,1010.16,5.86,-66.37,-140.0,210.0,0.0
23793789,1010.28,5.98,-66.73,-70.0,280.0,0.0
23802789,1010.89,6.83,-68.08,-70.0,280.0,70.0
23811788,1011.26,6.47,-66.61,-70.0,350.0,0.0
23818789,1011.01,6.22,-66.49,-70.0,280.0,0.0
23827788,1010.4,6.22,-66.86,-70.0,280.0,0.0
23834789,1010.89,6.83,-67.1,-70.0,280.0,70.0
23843788,1010.4,5.61,-66.49,-70.0,280.0,0.0
23852789,1010.65,5.61,-67.1,-70.0,280.0,70.0
23859789,1009.92,6.59,-66.98,-70.0,280.0,0.0
23868789,1011.01,6.22,-66.61,0.0,280.0,0.0
23875789,1010.4,5.49,-67.59,-140.0,280.0,0.0
23884788,1010.16,7.08,-66.86,-140.0,280.0,0.0
23893789,1010.4,6.83,-65.39,-140.0,280.0,70.0
23900789,1011.26,5.49,-66.25,-70.0,210.0,0.0
23909789,1010.53,6.95,-67.1,0.0,280.0,70.0
23918789,1011.26,7.32,-68.2,-70.0,280.0,70.0
23925789,1011.14,6.59,-66.25,-70.0,280.0,0.0
23934789,1010.89,5.37,-66.37,-70.0,210.0,0.0
23941790,1010.04,6.83,-67.95,-70.0,210.0,70.0
23950789,1010.28,6.34,-66.86,-70.0,280.0,0.0
23959788,1010.04,6.59,-66.49,-70.0,280.0,0.0
23966789,1010.28,6.47,-67.71,-140.0,280.0,0.0
23975789,1011.38,5.73,-67.34,-70.0,280.0,0.0
23984789,1010.77,6.22,-66.49,-70.0,280.0,0.0
23991789,1011.14,6.59,-67.1,-70.0,210.0,0.0
24000788,1011.75,7.2,-67.22,-140.0,210.0,0.0
24007790,1011.01,6.83,-67.47,-140.0,280.0,0.0
24016788,1010.65,5.73,-66.98,-70.0,280.0,0.0
24025788,1010.89,5.86,-66.73,-70.0,280.0,0.0
24032790,1010.16,6.1,-66.73,0.0,280.0,0.0
24041789,1010.89,6.34,-67.22,-70.0,280.0,0.0
24048790,1010.4,6.34,-66.73,-70.0,280.0,0.0
24057789,1011.75,6.34,-67.59,-140.0,210.0,0.0
24066788,1011.01,6.22,-67.1,-70.0,280.0,0.0
24073790,1010.77,5.61,-66.61,-70.0,210.0,0.0
24082789,1011.14,6.34,-68.08,-70.0,210.0,70.0
24091789,1010.89,5.86,-66.49,-140.0,280.0,70.0
24098789,1010.53,5.49,-66.12,-140.0,210.0,0.0
24107789,1011.62,6.59,-67.83,-140.0,280.0,70.0
24114789,1010.28,5.61,-66.49,-70.0,280.0,0.0
24123789,1011.75,5.98,-66.73,-70.0,280.0,0.0
24132789,1010.4,6.34,-67.83,-140.0,280.0,0.0
24139790,1011.01,6.83,-66.61,-70.0,210.0,0.0
24148788,1011.62,6.34,-67.71,-140.0,280.0,0.0
24155789,1010.77,6.47,-66.25,-140.0,280.0,0.0
24164789,1011.75,6.1,-66.73,-70.0,280.0,0.0
24173789,1010.4,6.22,-67.59,-70.0,280.0,0.0
24180790,1010.89,6.22,-66.73,-140.0,210.0,70.0
